Student ID,Q1TC1,Q1TC2,Q1TC3,Q1TC4,Q1TC5,Q1TC6,Q2TC1,Q2TC2,Q2TC3,Q2TC4,Q3TC1,Q3TC2,Q3TC3,Q3TC4,Q4TC1,Q4TC2,Q4TC3,Q4TC4,Q5TC1,Q5TC2,Q5TC3,Q5TC4,Q5TC5,Q5TC6,Total Score
#atelieyt,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,27.0
